,CustomerID,R,RC,F,FC,M,MC,Score,Segment
74,15984,71,3,275,1,2816.9700000000007,0,4,Medium
75,17068,13,3,297,1,4531.340000000004,0,4,Medium
76,15356,72,3,519,1,2766.499999999999,0,4,Medium
77,17191,29,3,237,1,2095.1300000000015,0,4,Medium
78,15194,4,3,326,1,7521.169999999997,0,4,Medium
79,17218,12,3,274,1,1960.7200000000003,0,4,Medium
80,16782,11,3,197,1,2242.25,0,4,Medium
81,15021,27,3,479,1,1872.2800000000025,0,4,Medium
82,16904,60,3,710,1,3754.2699999999986,0,4,Medium
83,15858,16,3,191,1,1438.8500000000008,0,4,Medium
84,17419,12,3,208,1,4200.969999999999,0,4,Medium
85,12839,12,3,316,1,5583.620000000003,0,4,Medium
86,17870,15,3,280,1,1889.400000000002,0,4,Medium
87,13267,9,3,224,1,4404.440000000001,0,4,Medium
88,13050,9,3,422,1,5684.610000000003,0,4,Medium
89,13599,3,3,264,1,5030.5999999999985,0,4,Medium
90,18077,32,3,227,1,2633.009999999999,0,4,Medium
91,15750,15,3,295,1,2451.229999999999,0,4,Medium
92,13842,0,3,206,1,3385.619999999999,0,4,Medium
93,16081,57,3,227,1,2806.9000000000005,0,4,Medium
94,17975,16,3,297,1,4393.6100000000015,0,4,Medium
95,16558,6,3,474,1,8257.04000000001,0,4,Medium
96,16713,0,3,632,1,6840.230000000009,0,4,Medium
97,15529,23,3,674,1,3967.779999999997,0,4,Medium
98,16016,15,3,237,1,1483.3100000000013,0,4,Medium
99,12766,58,3,310,1,6989.629999999999,0,4,Medium
100,15298,11,3,194,1,3774.1000000000013,0,4,Medium
101,17894,72,3,193,1,1119.8100000000004,0,4,Medium
102,14030,19,3,243,1,2360.0899999999997,0,4,Medium
103,16700,3,3,312,1,5040.000000000003,0,4,Medium
104,16011,2,3,212,1,3362.7100000000023,0,4,Medium
105,16717,9,3,236,1,3278.36,0,4,Medium
106,15358,1,3,561,1,8234.799999999992,0,4,Medium
107,12481,23,3,218,1,5590.8600000000015,0,4,Medium
108,12683,5,3,362,1,8221.09,0,4,Medium
109,13102,24,3,310,1,6336.290000000001,0,4,Medium
110,15271,4,3,275,1,2485.820000000002,0,4,Medium
111,16255,17,3,274,1,2609.2999999999993,0,4,Medium
112,17097,11,3,213,1,937.9199999999998,0,4,Medium
113,17576,2,3,417,1,3457.7799999999975,0,4,Medium
114,14713,10,3,341,1,2664.2599999999998,0,4,Medium
115,14702,19,3,348,1,3250.639999999998,0,4,Medium
116,13230,59,3,612,1,2763.4100000000008,0,4,Medium
117,17530,16,3,394,1,2385.0000000000023,0,4,Medium
118,15805,24,3,307,1,5452.169999999996,0,4,Medium
119,17827,36,3,220,1,1995.460000000001,0,4,Medium
120,16265,10,3,260,1,5423.150000000002,0,4,Medium
121,17790,3,3,190,1,1965.5500000000013,0,4,Medium
122,14419,11,3,206,1,1058.0600000000002,0,4,Medium
123,13148,60,3,347,1,3348.4799999999996,0,4,Medium
124,15514,13,3,218,1,2963.1900000000014,0,4,Medium
125,17220,25,3,472,1,3198.2500000000027,0,4,Medium
126,16873,58,3,289,1,7066.309999999998,0,4,Medium
127,16923,13,3,696,1,6666.829999999986,0,4,Medium
128,17126,64,3,262,1,991.8499999999998,0,4,Medium
129,17372,41,3,253,1,1342.6800000000012,0,4,Medium
130,13668,11,3,501,1,6216.069999999984,0,4,Medium
131,14684,26,3,421,1,1236.2800000000013,0,4,Medium
132,15547,31,3,702,1,4954.839999999991,0,4,Medium
133,15044,6,3,461,1,7629.3799999999965,0,4,Medium
134,14505,18,3,803,1,5818.699999999986,0,4,Medium
135,13198,11,3,229,1,3384.0899999999974,0,4,Medium
136,13999,11,3,212,1,3865.2600000000034,0,4,Medium
137,14498,43,3,193,1,1957.3200000000004,0,4,Medium
138,17338,9,3,757,1,6612.179999999995,0,4,Medium
139,17231,13,3,546,1,3127.820000000003,0,4,Medium
140,17799,23,3,410,1,3026.0799999999967,0,4,Medium
141,17611,36,3,582,1,3947.8699999999994,0,4,Medium
142,12476,16,3,264,1,6546.580000000007,0,4,Medium
143,14525,20,3,298,1,4221.369999999997,0,4,Medium
144,14524,72,3,203,1,1867.6800000000007,0,4,Medium
145,14961,6,3,317,1,7006.580000000002,0,4,Medium
146,16458,1,3,202,1,3482.7400000000002,0,4,Medium
147,14057,24,3,291,1,6147.4000000000015,0,4,Medium
148,13178,27,3,265,1,5725.470000000003,0,4,Medium
149,14415,20,3,612,1,5811.559999999999,0,4,Medium
150,13097,78,3,437,1,5893.319999999993,0,4,Medium
151,12867,27,3,551,1,3986.2199999999953,0,4,Medium
152,16145,3,3,237,1,3741.9799999999955,0,4,Medium
153,17449,0,3,279,1,2504.8599999999997,0,4,Medium
154,14426,19,3,264,1,3918.9000000000005,0,4,Medium
155,13124,31,3,235,1,3866.3299999999977,0,4,Medium
156,15727,9,3,302,1,5178.960000000001,0,4,Medium
157,15290,43,3,212,1,7803.77,0,4,Medium
158,13266,12,3,202,1,3717.6699999999996,0,4,Medium
159,16670,0,3,262,1,4022.4600000000028,0,4,Medium
160,16746,2,3,452,1,6694.310000000009,0,4,Medium
161,16743,5,3,193,1,2191.8400000000006,0,4,Medium
162,14709,16,3,197,1,4911.140000000007,0,4,Medium
163,13534,38,3,342,1,5613.080000000015,0,4,Medium
164,14735,12,3,205,1,5807.69,0,4,Medium
165,18223,1,3,299,1,6315.230000000003,0,4,Medium
166,15532,26,3,263,1,1517.0800000000029,0,4,Medium
167,16945,0,3,249,1,4345.500000000007,0,4,Medium
168,13004,12,3,409,1,5613.429999999999,0,4,Medium
169,12417,40,3,198,1,3578.8,0,4,Medium
170,17315,5,3,487,1,6204.459999999995,0,4,Medium
171,14146,82,3,245,1,2949.57,0,4,Medium
172,12705,16,3,348,1,6814.240000000004,0,4,Medium
173,14472,64,3,281,1,1936.8400000000013,0,4,Medium
174,16686,48,3,588,1,3043.4799999999987,0,4,Medium
175,14099,17,3,252,1,3092.9700000000003,0,4,Medium
176,15034,16,3,400,1,4277.659999999998,0,4,Medium
177,12957,10,3,244,1,3979.0400000000022,0,4,Medium
178,14462,32,3,246,1,1965.9000000000003,0,4,Medium
179,13680,40,3,216,1,2202.3099999999995,0,4,Medium
180,14221,43,3,194,1,3427.849999999999,0,4,Medium
181,14653,10,3,237,1,1947.5499999999997,0,4,Medium
182,16771,76,3,255,1,2246.8100000000013,0,4,Medium
183,15046,10,3,207,1,5064.01,0,4,Medium
184,18226,9,3,245,1,5192.100000000004,0,4,Medium
185,17634,35,3,297,1,2361.9700000000034,0,4,Medium
186,18283,10,3,756,1,2094.880000000003,0,4,Medium
187,13764,71,3,208,1,1521.7600000000002,0,4,Medium
188,17284,32,3,294,1,1641.6800000000019,0,4,Medium
189,15059,41,3,239,1,1325.8200000000006,0,4,Medium
190,16326,16,3,320,1,3085.9600000000046,0,4,Medium
191,14755,10,3,237,1,4965.379999999999,0,4,Medium
192,13451,4,3,444,1,2916.45,0,4,Medium
193,12539,23,3,274,1,3852.4999999999986,0,4,Medium
194,17365,13,3,468,1,4801.559999999999,0,4,Medium
195,15518,39,3,220,1,1911.890000000001,0,4,Medium
196,16791,39,3,322,1,1706.2800000000022,0,4,Medium
197,16655,9,3,261,1,3794.519999999997,0,4,Medium
198,12359,9,3,254,1,6245.530000000006,0,4,Medium
199,14587,9,3,384,1,1598.2400000000007,0,4,Medium
200,12437,9,3,201,1,4896.659999999998,0,4,Medium
201,14040,9,3,241,1,3542.1899999999996,0,4,Medium
202,17364,9,3,414,1,4455.729999999996,0,4,Medium
203,14978,73,3,216,1,1931.4200000000028,0,4,Medium
204,16395,61,3,210,1,1486.9000000000003,0,4,Medium
205,13614,25,3,201,1,1610.460000000001,0,4,Medium
206,12490,18,3,245,1,5417.9299999999985,0,4,Medium
207,12553,0,3,196,1,3652.2500000000014,0,4,Medium
208,15033,26,3,513,1,2571.020000000001,0,4,Medium
209,14329,18,3,269,1,4928.740000000004,0,4,Medium
210,16401,15,3,198,1,4061.239999999999,0,4,Medium
211,13700,6,3,197,1,2265.119999999999,0,4,Medium
212,18069,1,3,472,1,2021.8200000000004,0,4,Medium
213,17609,41,3,238,1,1103.9200000000003,0,4,Medium
214,12626,24,3,307,1,6388.3499999999985,0,4,Medium
215,13527,31,3,224,1,2263.76,0,4,Medium
216,15296,35,3,200,1,3610.3100000000004,0,4,Medium
217,17730,26,3,220,1,5288.829999999997,0,4,Medium
218,17602,24,3,565,1,5050.769999999997,0,4,Medium
219,14572,41,3,273,1,2803.690000000001,0,4,Medium
220,17769,13,3,313,1,3960.6299999999997,0,4,Medium
221,15443,13,3,385,1,3212.159999999999,0,4,Medium
222,13742,17,3,323,1,3102.420000000001,0,4,Medium
223,17861,25,3,223,1,2059.2000000000007,0,4,Medium
224,14534,2,3,558,1,4075.349999999999,0,4,Medium
225,14049,17,3,505,1,5639.149999999996,0,4,Medium
226,16409,3,3,232,1,2028.8800000000017,0,4,Medium
227,15910,16,3,267,1,1232.1799999999996,0,4,Medium
228,14701,11,3,350,1,2486.219999999999,0,4,Medium
229,16767,65,3,222,1,5580.599999999999,0,4,Medium
230,18125,60,3,197,1,1141.3399999999992,0,4,Medium
231,14659,79,3,259,1,2456.5300000000007,0,4,Medium
232,13709,0,3,346,1,6249.110000000003,0,4,Medium
233,17463,17,3,219,1,1881.3600000000017,0,4,Medium
234,14502,20,3,631,1,2351.02,0,4,Medium
235,18145,13,3,221,1,2861.5500000000006,0,4,Medium
236,15144,0,3,218,1,6530.040000000007,0,4,Medium
237,15058,26,3,276,1,2124.9900000000025,0,4,Medium
238,16745,2,3,358,1,7170.700000000005,0,4,Medium
239,16110,46,3,354,1,1337.4800000000016,0,4,Medium
240,17337,4,3,548,1,1944.3200000000033,0,4,Medium
241,14044,27,3,209,1,652.8199999999993,0,4,Medium
242,13871,23,3,338,1,6389.800000000004,0,4,Medium
243,16938,4,3,242,1,1903.1300000000012,0,4,Medium
244,13137,11,3,705,1,3605.0799999999995,0,4,Medium
245,14410,16,3,287,1,576.2999999999998,0,4,Medium
246,17613,23,3,319,1,4509.37,0,4,Medium
247,13334,83,3,268,1,3536.819999999998,0,4,Medium
248,14562,12,3,446,1,4709.22,0,4,Medium
249,17686,32,3,286,1,5739.460000000007,0,4,Medium
250,15114,38,3,197,1,2760.5599999999977,0,4,Medium
251,17571,51,3,299,1,1498.5100000000014,0,4,Medium
252,17348,15,3,215,1,1159.5200000000011,0,4,Medium
253,14530,26,3,216,1,2925.910000000001,0,4,Medium
254,12362,12,3,274,1,5154.580000000002,0,4,Medium
255,13018,17,3,459,1,7272.749999999996,0,4,Medium
256,15382,15,3,306,1,5927.859999999999,0,4,Medium
257,12714,10,3,259,1,4708.859999999994,0,4,Medium
258,18172,4,3,197,1,7490.170000000001,0,4,Medium
259,16115,4,3,284,1,1667.9700000000018,0,4,Medium
260,17323,15,3,204,1,908.9900000000005,0,4,Medium
261,16940,53,3,305,1,3049.880000000001,0,4,Medium
262,16592,13,3,222,1,4073.2799999999993,0,4,Medium
263,13610,13,3,228,1,1115.4300000000005,0,4,Medium
264,16187,0,3,297,1,6841.239999999998,0,4,Medium
265,12428,26,3,300,1,7877.200000000004,0,4,Medium
266,15676,9,3,216,1,3324.09,0,4,Medium
267,15416,3,3,193,1,3974.3699999999994,0,4,Medium
268,15622,44,3,214,1,3224.5300000000016,0,4,Medium
269,17416,60,3,271,1,6838.340000000002,0,4,Medium
270,17652,26,3,270,1,4737.1299999999965,0,4,Medium
271,14903,22,3,364,1,2744.4800000000005,0,4,Medium
272,14499,27,3,194,1,815.32,0,4,Medium
273,15572,26,3,215,1,2552.86,0,4,Medium
274,16242,19,3,295,1,3598.260000000001,0,4,Medium
275,13975,37,3,340,1,2503.2299999999996,0,4,Medium
276,16712,10,3,447,1,3645.4299999999957,0,4,Medium
277,16426,22,3,372,1,1908.2500000000002,0,4,Medium
278,17049,22,3,322,1,5594.780000000006,0,4,Medium
279,14936,10,3,366,1,8117.42,0,4,Medium
280,14291,32,3,238,1,3873.2999999999984,0,4,Medium
281,16005,13,3,218,1,615.389999999999,0,4,Medium
282,15150,18,3,344,1,5303.969999999995,0,4,Medium
283,12597,20,3,214,1,3683.1300000000015,0,4,Medium
284,17716,23,3,254,1,5505.790000000001,0,4,Medium
285,13268,6,3,447,1,3167.639999999999,0,4,Medium
286,14422,18,3,222,1,4263.64,0,4,Medium
287,17725,17,3,198,1,3371.1300000000006,0,4,Medium
288,15861,13,3,547,1,3000.360000000001,0,4,Medium
289,14071,6,3,333,1,1307.4100000000026,0,4,Medium
290,16728,47,3,269,1,1054.6699999999996,0,4,Medium
291,13985,0,3,353,1,7024.530000000005,0,4,Medium
292,14711,11,3,359,1,2838.199999999997,0,4,Medium
293,17625,19,3,315,1,2047.0000000000011,0,4,Medium
294,15249,2,3,358,1,6657.360000000006,0,4,Medium
295,17719,1,3,278,1,5367.800000000004,0,4,Medium
296,15521,35,3,200,1,2574.650000000001,0,4,Medium
297,13988,20,3,239,1,4098.800000000001,0,4,Medium
298,16657,10,3,208,1,933.6199999999995,0,4,Medium
299,13571,13,3,341,1,2092.32,0,4,Medium
300,16609,3,3,280,1,5450.960000000006,0,4,Medium
301,12569,0,3,191,1,4064.989999999999,0,4,Medium
302,17758,20,3,412,1,3456.7000000000025,0,4,Medium
303,15756,64,3,192,1,532.9599999999995,0,4,Medium
304,14719,11,3,238,1,1592.1800000000007,0,4,Medium
305,14546,41,3,417,1,2487.0200000000023,0,4,Medium
306,14535,30,3,333,1,2841.0900000000047,0,4,Medium
307,14446,29,3,293,1,1039.5800000000008,0,4,Medium
308,13232,4,3,207,1,1357.6000000000015,0,4,Medium
309,14286,1,3,285,1,4595.809999999998,0,4,Medium
310,17160,6,3,229,1,3518.0299999999993,0,4,Medium
311,16729,6,3,668,1,7076.279999999985,0,4,Medium
312,17589,33,3,253,1,2404.170000000001,0,4,Medium
313,16348,79,3,235,1,1469.4500000000005,0,4,Medium
314,13735,25,3,208,1,2766.179999999997,0,4,Medium
315,15436,13,3,329,1,1122.5300000000007,0,4,Medium
316,13505,73,3,227,1,4282.879999999999,0,4,Medium
317,16942,13,3,283,1,1894.1100000000017,0,4,Medium
318,16370,65,3,228,1,1320.5600000000004,0,4,Medium
319,14191,10,3,263,1,4660.010000000002,0,4,Medium
320,16121,58,3,212,1,867.1099999999998,0,4,Medium
321,16007,4,3,385,1,1701.939999999998,0,4,Medium
322,16440,52,3,282,1,3640.669999999999,0,4,Medium
323,14591,16,3,197,1,1447.140000000001,0,4,Medium
324,12749,23,3,231,1,3868.2000000000016,0,4,Medium
325,14277,16,3,228,1,3957.000000000001,0,4,Medium
326,14649,35,3,199,1,1417.2899999999997,0,4,Medium
327,12757,4,3,377,1,4227.7000000000035,0,4,Medium
328,16818,11,3,191,1,3317.9700000000003,0,4,Medium
329,16813,51,3,449,1,1692.9799999999998,0,4,Medium
330,15804,12,3,274,1,3848.5499999999984,0,4,Medium
331,18204,72,3,202,1,1979.3,0,4,Medium
332,12517,29,3,286,1,2464.8899999999994,0,4,Medium
333,15453,57,3,286,1,1388.370000000001,0,4,Medium
334,15152,10,3,278,1,4684.240000000001,0,4,Medium
335,12449,23,3,191,1,4067.2900000000013,0,4,Medium
336,17015,29,3,217,1,1842.5599999999995,0,4,Medium
337,14132,3,3,201,1,3580.130000000001,0,4,Medium
338,14963,10,3,198,1,1487.8000000000013,0,4,Medium
339,14178,29,3,327,1,1620.93,0,4,Medium
340,14704,4,3,415,1,1546.9099999999999,0,4,Medium
341,16794,4,3,287,1,1201.5100000000014,0,4,Medium
342,17651,12,3,239,1,3886.670000000001,0,4,Medium
343,16744,12,3,242,1,1304.7599999999993,0,4,Medium
344,14808,40,3,256,1,2175.369999999998,0,4,Medium
345,17750,57,3,193,1,1797.5699999999997,0,4,Medium
346,18122,3,3,364,1,1826.2100000000016,0,4,Medium
347,16474,18,3,368,1,1811.470000000002,0,4,Medium
348,16764,10,3,718,1,2758.2500000000027,0,4,Medium
349,16464,20,3,236,1,1314.6800000000003,0,4,Medium
350,12627,11,3,230,1,4478.53,0,4,Medium
351,16984,1,3,418,1,4392.419999999996,0,4,Medium
352,15786,44,3,280,1,4834.200000000004,0,4,Medium
353,15701,74,3,237,1,1542.14,0,4,Medium
354,14529,61,3,229,1,620.0399999999998,0,4,Medium
355,17777,25,3,194,1,665.86,0,4,Medium
356,16910,10,3,547,1,1510.060000000002,0,4,Medium
357,14432,10,3,382,1,2255.5099999999984,0,4,Medium
358,16360,1,3,671,1,3411.6900000000005,0,4,Medium
359,15707,44,3,214,1,945.5799999999999,0,4,Medium
360,16049,41,3,312,1,1111.7899999999993,0,4,Medium
361,17528,0,3,260,1,3540.1000000000017,0,4,Medium
362,17813,15,3,378,1,1714.6000000000024,0,4,Medium
363,18096,12,3,213,1,911.1500000000001,0,4,Medium
364,12856,19,3,317,1,2162.680000000001,0,4,Medium
365,17509,58,3,369,1,6100.740000000002,0,4,Medium
366,13755,10,3,343,1,2154.680000000001,0,4,Medium
367,15787,27,3,206,1,948.0500000000001,0,4,Medium
368,12607,0,3,202,1,3.339550858072471e-13,0,4,Medium
369,12536,30,3,273,1,4106.820000000003,0,4,Medium
370,14547,13,3,367,1,3986.739999999999,0,4,Medium
371,14554,11,3,216,1,2381.040000000002,0,4,Medium
372,14698,16,3,210,1,1250.7600000000014,0,4,Medium
373,13471,22,3,260,1,2531.579999999998,0,4,Medium
374,15427,48,3,306,1,1483.1399999999999,0,4,Medium
375,15993,16,3,560,1,2756.8199999999997,0,4,Medium
376,17590,18,3,201,1,1479.22,0,4,Medium
377,15444,9,3,219,1,1418.2600000000016,0,4,Medium
378,13521,11,3,436,1,1093.6500000000003,0,4,Medium
379,16891,120,2,203,1,809.7000000000002,0,3,Medium
380,17954,124,2,489,1,2295.370000000001,0,3,Medium
381,15808,191,2,210,1,3724.7700000000013,0,3,Medium
382,16550,109,2,261,1,2266.249999999998,0,3,Medium
383,17091,121,2,198,1,3802.8100000000018,0,3,Medium
384,15998,88,2,509,1,3084.1699999999987,0,3,Medium
385,13209,90,2,329,1,5820.16,0,3,Medium
386,16556,106,2,207,1,3313.79,0,3,Medium
387,15379,98,2,196,1,3631.89,0,3,Medium
388,13869,124,2,307,1,3104.9500000000035,0,3,Medium
389,17400,210,2,213,1,2129.9600000000023,0,3,Medium
390,17593,92,2,215,1,3911.5599999999995,0,3,Medium
391,17585,110,2,214,1,1133.0700000000004,0,3,Medium
392,12484,101,2,350,1,4495.27,0,3,Medium
393,12637,92,2,394,1,5953.25,0,3,Medium
394,17673,120,2,228,1,1622.2200000000016,0,3,Medium
395,17050,190,2,316,1,3228.8399999999992,0,3,Medium
396,17426,92,2,272,1,5022.259999999998,0,3,Medium
397,14730,108,2,501,1,2005.0600000000063,0,3,Medium
398,15493,150,2,299,1,1967.250000000005,0,3,Medium
399,15644,167,2,238,1,812.9999999999998,0,3,Medium
400,12949,90,2,219,1,4143.020000000001,0,3,Medium
401,12700,127,2,270,1,4867.990000000006,0,3,Medium
402,15907,177,2,249,1,967.4499999999998,0,3,Medium
403,14583,145,2,330,1,1052.5500000000004,0,3,Medium
404,15531,89,2,228,1,2007.4399999999994,0,3,Medium
405,18116,235,1,378,1,1418.0300000000013,0,2,Low
406,13736,242,1,194,1,724.0,0,2,Low
407,12378,305,1,219,1,4008.6200000000013,0,2,Low
408,18022,243,1,191,1,668.1100000000002,0,2,Low
409,15100,70,3,6,0,635.1,0,3,Medium
410,15291,4,3,109,0,4596.510000000002,0,3,Medium
411,17809,17,3,64,0,4627.619999999998,0,3,Medium
412,17420,51,3,30,0,598.8300000000002,0,3,Medium
413,17924,12,3,38,0,2894.33,0,3,Medium
414,16218,60,3,90,0,3054.8700000000013,0,3,Medium
415,14307,1,3,180,0,2995.7200000000007,0,3,Medium
416,13255,10,3,14,0,390.65999999999997,0,3,Medium
417,13758,12,3,117,0,3190.550000000001,0,3,Medium
418,15983,22,3,113,0,1475.02,0,3,Medium
419,16552,36,3,17,0,379.72999999999996,0,3,Medium
420,17181,58,3,23,0,239.91999999999996,0,3,Medium
421,17951,40,3,21,0,990.8400000000003,0,3,Medium
422,15012,54,3,128,0,423.0399999999996,0,3,Medium
423,12868,9,3,107,0,1607.0600000000009,0,3,Medium
424,17572,71,3,12,0,226.75,0,3,Medium
425,14078,66,3,65,0,1049.3700000000003,0,3,Medium
426,14001,46,3,40,0,2030.33,0,3,Medium
427,15525,18,3,180,0,811.0200000000001,0,3,Medium
428,17905,71,3,34,0,800.24,0,3,Medium
429,15605,31,3,67,0,1198.23,0,3,Medium
430,18144,35,3,43,0,2888.750000000001,0,3,Medium
431,17873,81,3,46,0,1764.3600000000004,0,3,Medium
432,13093,9,3,170,0,7741.47,0,3,Medium
433,17760,22,3,25,0,287.59,0,3,Medium
434,16048,86,3,9,0,243.69000000000005,0,3,Medium
435,14696,2,3,133,0,2070.97,0,3,Medium
436,17025,61,3,9,0,357.77,0,3,Medium
437,12947,65,3,103,0,1407.29,0,3,Medium
438,17460,79,3,37,0,452.63000000000005,0,3,Medium
439,18229,0,3,164,0,7276.900000000001,0,3,Medium
440,17069,3,3,154,0,2655.2200000000007,0,3,Medium
441,13576,11,3,130,0,6703.3,0,3,Medium
442,15694,26,3,79,0,6423.5999999999985,0,3,Medium
443,14741,12,3,59,0,1400.3400000000004,0,3,Medium
444,14047,74,3,34,0,1290.0099999999998,0,3,Medium
445,13941,22,3,47,0,4912.41,0,3,Medium
446,14135,39,3,134,0,4690.31,0,3,Medium
447,14766,66,3,137,0,2423.07,0,3,Medium
448,15658,38,3,56,0,958.8999999999997,0,3,Medium
449,14901,1,3,98,0,1414.9900000000005,0,3,Medium
450,15955,25,3,185,0,4389.810000000001,0,3,Medium
451,16244,5,3,91,0,1522.7499999999998,0,3,Medium
452,15111,60,3,84,0,1567.4799999999998,0,3,Medium
453,13305,22,3,81,0,2000.8599999999992,0,3,Medium
454,17287,27,3,124,0,1064.1100000000001,0,3,Medium
455,15363,6,3,17,0,318.05,0,3,Medium
456,15738,19,3,176,0,4788.769999999996,0,3,Medium
457,16042,22,3,75,0,1147.3700000000001,0,3,Medium
458,15827,35,3,134,0,1641.4800000000005,0,3,Medium
459,13117,22,3,76,0,984.9099999999996,0,3,Medium
460,16916,24,3,143,0,576.2600000000003,0,3,Medium
461,14466,60,3,72,0,2272.4000000000015,0,3,Medium
462,17235,26,3,29,0,550.0600000000001,0,3,Medium
463,17802,4,3,147,0,1251.84,0,3,Medium
464,15107,39,3,20,0,247.65999999999997,0,3,Medium
465,13491,39,3,86,0,1215.82,0,3,Medium
466,17685,1,3,130,0,3191.5299999999993,0,3,Medium
467,15732,35,3,14,0,294.11999999999995,0,3,Medium
468,13138,23,3,63,0,962.3900000000001,0,3,Medium
469,17567,58,3,177,0,4012.559999999999,0,3,Medium
470,16203,0,3,36,0,589.15,0,3,Medium
471,16770,58,3,146,0,744.9000000000003,0,3,Medium
472,17838,27,3,137,0,2312.7000000000007,0,3,Medium
473,14829,60,3,45,0,644.65,0,3,Medium
474,17412,24,3,66,0,1258.0600000000002,0,3,Medium
475,14775,0,3,60,0,1011.9,0,3,Medium
476,17659,18,3,161,0,2954.7500000000014,0,3,Medium
477,15299,38,3,12,0,3787.0900000000006,0,3,Medium
478,15646,36,3,36,0,425.13999999999993,0,3,Medium
479,14443,54,3,98,0,1400.8800000000003,0,3,Medium
480,18168,69,3,140,0,1133.64,0,3,Medium
